"name","address","latitude","longitude","link","price","health_color","special_diet"
"Cosi Sandwich Bar","133 Federal St",42.354172,-71.056685,"/restaurants/cosi-sandwich-bar-3/","$$","green","  "
"Cosi Sandwich Bar","290 Main St",42.362206,-71.085449,"/restaurants/cosi-sandwich-bar-7/","$$","green","  "
"Cosi Sandwich Bar","1 Harborside Dr",42.363275,-71.025663,"/restaurants/cosi-sandwich-bar-8/","$$","green","  "
"Cosi Sandwich Bar","245 Summer St",42.351583,-71.053745,"/restaurants/cosi-sandwich-bar-6/","$$","green","  "
"Cosi Sandwich Bar","14 Milk St",42.356647,-71.05817,"/restaurants/cosi-sandwich-bar-2/","$$","green","  "
"Cosi Sandwich Bar","200 Terminal B Pier A",42.369543,-71.020061,"/restaurants/cosi-sandwich-bar-9/","$$","green","  "
"Cosi Sandwich Bar","53 State St",42.358897,-71.056652,"/restaurants/cosi-sandwich-bar-4/","$$","green","  "
"Cosi Sandwich Bar","125 High St",42.355812,-71.052967,"/restaurants/cosi-sandwich-bar-5/","$$","green","  "
"Cosi Sandwich Bar","500 Terminal E",42.363275,-71.025663,"/restaurants/cosi-sandwich-bar-10/","$$","green","  "
"Costello's","723 Centre St",42.311258,-71.114544,"/restaurants/costellos/","$$","yellow","  "
"Court House","498 Cambridge St",42.371629,-71.084516,"/restaurants/court-house/","$$","yellow","  "
"Courtside","299 Cambridge St",42.371168,-71.081239,"/restaurants/courtside/","$","yellow","  "
"Craigie On Main","853 Main St",42.363421,-71.098646,"/restaurants/craigie-on-main/","$$$$$","green"," vegetarian-friendly "
"Crave","75 Kneeland Ave",42.350385,-71.060648,"/restaurants/crave/","$$","yellow","  "
"Crazy Dough's","8 Park Plz",42.351284,-71.066102,"/restaurants/crazy-doughs-3/","$","red","  "
"Crazy Dough's","36 JFK St",42.37267,-71.120123,"/restaurants/crazy-doughs/","$$","yellow","  "
"Crazy Dough's","2201 Commonwealth Ave",42.340186,-71.16663,"/restaurants/crazy-doughs-4/","$","yellow","  "
"Crazy Dough's","1124 Boylston St",42.347114,-71.089157,"/restaurants/crazy-doughs-2/","$$","red","  "
"Crema Cafe","27 Brattle St",42.373296,-71.121097,"/restaurants/crema-cafe/","$","green","  "
"Crispy Crepes Cafe","512 Park Dr",42.347552,-71.105825,"/restaurants/crispy-crepes-cafe/","$$","yellow","  "
"Crispy Dough Pizzeria","1514 Tremont St",42.332352,-71.099701,"/restaurants/crispy-dough-pizzeria/","$","yellow","  "
"Cristo's Pizzeria","233 Elm St",42.394952,-71.121453,"/restaurants/cristos-pizzeria/","$$","yellow","  "
"Crumbs","176 Federal St",42.353637,-71.056133,"/restaurants/crumbs/","$","yellow","  "
"Crush Pizzeria","107 State St",42.359131,-71.054978,"/restaurants/crush-pizzeria/","$$","green","  "
"Crystal Restaurant","20 Linden St",42.355532,-71.130778,"/restaurants/crystal-restaurant/","$$$$$","yellow","  "
"Cuchi Cuchi","795 Main St",42.363297,-71.097346,"/restaurants/cuchi-cuchi/","$$","red","  "
"Cuffs","350 Stuart St",42.349386,-71.072758,"/restaurants/cuffs/","$$","red","  "
"Cuppacoffee","1 Merrimac St",42.363324,-71.060697,"/restaurants/cuppacoffee/","$","red","  "
"Cure Lounge","246 Tremont St",42.350759,-71.064944,"/restaurants/cure-lounge/","$$$","yellow","  "
"Curry House","1335 Beacon St",42.341897,-71.122076,"/restaurants/curry-house/","$$","red","  "
"Curry N Wok","2378 Massachusetts Ave",42.396769,-71.129791,"/restaurants/curry-n-wok/","$$$","yellow","  "
"Curry Thai","569 Cambridge St",42.371964,-71.085711,"/restaurants/curry-thai/","$$$","yellow","  "
"Cutty's","284 Washington St",42.333187,-71.119428,"/restaurants/cuttys/","$$","green","  "
"D'Angelo's Sandwich Shop","850 Harrison Ave",42.334897,-71.075295,"/restaurants/dangelos-sandwich-shop-2/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","100 Cambridgeside Pl",42.367297,-71.077996,"/restaurants/dangelos-sandwich-shop-4/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","50 Franklin St",42.355505,-71.058808,"/restaurants/dangelos-sandwich-shop/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","10 Park Plaza",42.35175,-71.06804,"/restaurants/dangelos-sandwich-shop-7/","$","green","  gluten-free"
"D'Angelo's Sandwich Shop","700 Atlantic Ave",42.351697,-71.056195,"/restaurants/dangelos-sandwich-shop-6/","$","green","  gluten-free"
"D'Guru","185 Devonshire St",42.355885,-71.057636,"/restaurants/dguru/","$$","red","  "
"D'Guru","1297 Broadway",42.405736,-71.130957,"/restaurants/dguru-2/","$$","red","  "
"D'Parma","182 Sumner St",42.369278,-71.040833,"/restaurants/dparma/","$$$$","yellow","  "
"Da Vinci","162 Columbus Ave",42.349025,-71.071467,"/restaurants/da-vinci/","$$$$$","red","  gluten-free"
"DaCoopa's","474 Saratoga St",42.379997,-71.027294,"/restaurants/dacoopas/","$","yellow","  "
"Dado Tea","50 Church St",42.37426,-71.120824,"/restaurants/dado-tea/","$","green","  "
"Dado Tea","955 Massachusetts Ave",42.368997,-71.110596,"/restaurants/dado-tea-2/","$","green","  "
"Daedalus","45 1/2 Mount Auburn St",42.371196,-71.116664,"/restaurants/daedalus/","$$$","yellow","  "
"Dali","415 Washington St",42.378296,-71.106396,"/restaurants/dali/","$$$$","yellow","  "
"Daniel's Bakery","395 Washington St",42.349097,-71.154898,"/restaurants/daniels-bakery/","$","yellow","  "
"dante","40 Edwin H. Land Blvd",42.367963,-71.074507,"/restaurants/dante/","$$$$$","red","  gluten-free"
"Darbar","130 N Beacon St",42.355314,-71.146264,"/restaurants/darbar/","$$","yellow","  "
"Darryl's Corner Bar & Kitchen","604 Columbus Ave",42.339871,-71.082449,"/restaurants/daryls-corner-bar-kitchen/","$$$$","red","  "
"Darul Kabab","2072 Massachusetts Ave",42.391035,-71.123274,"/restaurants/darul-kabab/","$$","yellow","  "
"Darwin's Ltd","148 Mt. Auburn St",42.374101,-71.12501,"/restaurants/darwins-ltd/","$$","green","  "
"Darwin's Ltd","1629 Cambridge St",42.374924,-71.109424,"/restaurants/darwins-ltd-2/","$$","green","  "
"Dash Cafe","5 Henshaw St",42.349441,-71.149721,"/restaurants/dash-cafe/","$$","green","  "
"Dave's Fresh Pasta","81 Holland St",42.398724,-71.12416,"/restaurants/daves-fresh-pasta/","$$","green","  "
"Davio's","75 Arlington St",42.350788,-71.070534,"/restaurants/davios/","$$$$$","yellow","  gluten-free"
"Davio's Cucina","55 Boylston St",42.321748,-71.17073,"/restaurants/davios-cucina/","$$$$","yellow","  gluten-free"
"Deep Ellum","477 Cambridge St",42.353838,-71.137042,"/restaurants/deep-ellum/","$$","yellow","  "
"Del Frisco's Double Eagle Steak House","250 Northern Ave",42.348905,-71.038268,"/restaurants/del-friscos-double-eagle-steak-house/","$$$$$","red","  "
"Deli One","85 Arch St",42.355122,-71.058614,"/restaurants/deli-one/","$","green","  "
"Deli-icious","20 College Ave",42.397204,-71.121992,"/restaurants/deli-icious/","$","green","  "
"Delux Cafe","100 Chandler St",42.346297,-71.073295,"/restaurants/delux-cafe/","$$","yellow","  "
"Derne Street Deli","16 Derne St",42.359454,-71.063467,"/restaurants/derne-street-deli/","$","green","  "
"Desfina","202 3rd Street",42.367697,-71.081296,"/restaurants/desfina/","$$$","yellow","  "
"Desi Dhaba","401 Massachusetts Ave",42.36357,-71.100713,"/restaurants/desi-dhaba/","$$$","yellow","  "
"Deuxave","371 Commonwealth Ave",42.349296,-71.088951,"/restaurants/deuxave/","$$$$$","green","  "
"Devlin's","332 Washington St",42.349008,-71.152707,"/restaurants/devlins/","$$$$","yellow","  "
"Dick's Last Resort","4 N Market St",42.360423,-71.054314,"/restaurants/dicks-last-resort/","$$","yellow","  "
"Diesel Cafe","257 Elm St",42.395716,-71.121938,"/restaurants/diesel-cafe/","$$","green","  "
"Dillon's","955 Boylston St",42.34797,-71.085546,"/restaurants/dillons/","$$$","yellow","  "
"Dim Sum Chef","1095 Commonwealth Ave",42.349296,-71.088951,"/restaurants/dim-sum-chef/","$$","yellow","  "
"Dimitrios Cuisine","272 Brookline St",42.357397,-71.108096,"/restaurants/dimitrios-cuisine/","$$","yellow","  "
"Ding Ho","88 Harrison Ave",42.350748,-71.061441,"/restaurants/ding-ho/","$","red","  "
"Dino's","141 Salem St",42.365297,-71.055695,"/restaurants/dinos/","$$","green","  "
"Dirty Water Dough Co.","222 Newbury St",42.349734,-71.081072,"/restaurants/dirty-water-dough-co/","$$","yellow","  "
"Discovery Cafe","157 6th St",42.366386,-71.086168,"/restaurants/discovery-cafe/","$$","yellow","  "
"Diva India Bistro","246 Elm St",42.395358,-71.122204,"/restaurants/diva-india-bistro/","$$$","yellow","  "
"Doghouse","1 Faneuil Hall Market Pl",42.359656,-71.055944,"/restaurants/doghouse/","$","red","  "
"Dok Bua Thai Kitchen","411 Harvard St",42.345219,-71.127175,"/restaurants/dok-bua-thai-kitchen/","$$","green"," vegetarian-friendly "
"Dolce Vita","221 Hanover St",42.362971,-71.055748,"/restaurants/dolce-vita/","$$$","yellow","  "
"Dorado Tacos & Cemitas","401 Harvard St",42.344997,-71.126897,"/restaurants/dorado-tacos-cemitas/","$","yellow","  "
"Dosa Factory","316 Newbury St",42.34852,-71.085363,"/restaurants/dosa-factory-2/","$$","green"," vegetarian-friendly "
"Dosa Factory","571 Massachusetts Ave",42.364797,-71.102796,"/restaurants/dosa-factory/","$$","green"," vegetarian-friendly "
"Dosa N Curry","447 Somerville Ave",42.382246,-71.10276,"/restaurants/dosa-n-curry/","$$","green"," vegetarian-friendly "
"Dosa Temple","447 Somerville Ave",42.382181,-71.102688,"/restaurants/dosa-temple/","$$","green"," vegetarian-friendly "
"Dough","20 Maverick St",42.371767,-71.042638,"/restaurants/dough/","$$","yellow","  "
"Douzo","131 Dartmouth St",42.347607,-71.07625,"/restaurants/douzo/","$$$$","red","  "
"Downstairs Cafe","222 3rd St",42.367097,-71.081896,"/restaurants/downstairs-cafe/","$","green","  "
"Downtown Pita","125 Summer St",42.352999,-71.057489,"/restaurants/downtown-pita/","$$","yellow","  "
"Dragon Bowl","400 Brookline Ave",42.338407,-71.107598,"/restaurants/dragon-bowl/","$$","red","  "
"Dragon Chef","411 Washington St",42.349231,-71.155393,"/restaurants/dragon-chef/","$$","red","  "
"Dragon Garden","261 Elm St",42.39582,-71.121801,"/restaurants/dragon-garden/","$$","red","  "
"Dragon Star","700 Washington St",42.339066,-71.134466,"/restaurants/dragon-star/","$$","red","  "
"Drink","348 Congress St",42.350775,-71.048715,"/restaurants/drink/","$$","yellow","  "
"Dry Dock Cafe","7 Drydock Ave",42.346651,-71.037598,"/restaurants/dry-dock-cafe/","$$$","yellow","  "
"Ducali","289 Causeway St",42.367188,-71.058473,"/restaurants/ducali/","$$","yellow","  "
"Dumpling Cafe","695 Washington St",42.351182,-71.063219,"/restaurants/dumpling-cafe/","$$","red","  "
"Dumpling House","950 Massachusetts Ave",42.368802,-71.10978,"/restaurants/dumpling-house/","$$$","yellow","  "
"Dumpling King","42 Beach St",42.351502,-71.060949,"/restaurants/dumpling-king/","$","red","  "
"Dumpling Palace","179 Massachusetts Ave",42.34571,-71.087358,"/restaurants/dumpling-palace/","$","red","  "
"Durgin Park","340 Faneuil Hall Marketplace",42.360383,-71.055429,"/restaurants/durgin-park/","$$$$$","green","  "
"Durty Nelly's","108 Blackstone St",42.361953,-71.056322,"/restaurants/durty-nellys/","$","yellow","  "
"dwelltime","364 Broadway",42.370442,-71.104446,"/restaurants/dwelltime/","$$","yellow","  "
"Eagle's Deli & Restaurant","1918 Beacon St",42.336286,-71.148948,"/restaurants/eagles-deli-restaurant/","$$","green","  "
"Earl Of Sandwich","1 Harborside Dr",42.363275,-71.025663,"/restaurants/earl-of-sandwich/","$$","green","  "
"East Boston House of Pizza","271 Meridian St",42.376295,-71.03901,"/restaurants/east-boston-house-of-pizza/","$$","yellow","  "
"East by Northeast","1128 Cambridge St",42.372997,-71.096337,"/restaurants/east-by-northeast/","$$$$","yellow","  "
"East Coast Grill & Raw Bar","1271 Cambridge St",42.373509,-71.098958,"/restaurants/east-coast-grill-raw-bar/","$$$$","yellow","  "
"East Ocean City","27 Beach St",42.351477,-71.062187,"/restaurants/east-ocean-city/","$$","yellow","  "
"Eastern Standard","528 Commonwealth Ave",42.348797,-71.095296,"/restaurants/eastern-standard/","$$$$","yellow","  "
"EBI Sushi","290 Somerville Ave",42.378953,-71.094717,"/restaurants/ebi-sushi/","$$$","red","  "
"Ecco","107 Porter St",42.373127,-71.036165,"/restaurants/ecco/","$$$$","red","  "
"Ecco Pizzeria","1147 Commonwealth Ave",42.350642,-71.127842,"/restaurants/ecco-pizzeria/","$$$","yellow","  "
"El Centro","472 Shawmut Ave",42.338635,-71.075948,"/restaurants/el-centro/","$$$","green"," vegetarian-friendly "
"El Centro Dos","236 Washington Ave",42.332663,-71.118769,"/restaurants/el-centro-dos/","$$$","green"," vegetarian-friendly "
"El Diez Argentinian Grill","Location Varies",42.362639,-71.068202,"/restaurants/el-diez-argentinian-grill/","$$","red","  "
"El Jardin","15 Central Sq",42.374527,-71.039327,"/restaurants/el-jardin/","$$","red","  "
"El Oriental de Cuba","416 Centre St",42.320873,-71.110591,"/restaurants/el-oriental-de-cuba/","$$$","red","  "
"El Paisa","1012 Bennington St",42.386897,-71.006394,"/restaurants/el-paisa/","$$","red","  "
"El Paisa II","40 William Kelly Square",42.369543,-71.020061,"/restaurants/el-paisa-ii/","$$","red","  "
"El Paso Enchiladas","2135 Faneuil Hall Market Pl",42.360033,-71.056215,"/restaurants/el-paso-enchiladas/","$$","green","  "
"El Pelon Taqueria","2197 Commonwealth Ave",42.339861,-71.166416,"/restaurants/el-pelon-taqueria/","$","green","  "
"El Pelon Taqueria","92 Peterborough St",42.34322,-71.099503,"/restaurants/el-pelon-taqueria-2/","$","green","  "
"El Penol","54 Bennington St",42.375805,-71.037042,"/restaurants/el-penol/","$$","yellow","  "
"El Potro","61 Union Sq",42.379913,-71.095596,"/restaurants/el-potro/","$$","yellow","  "
"El Triunfo","147 E Berkeley St",42.343619,-71.065162,"/restaurants/el-triunfo/","$$","yellow","  "
"Eldo's Cake House","36 Harrison Ave",42.351769,-71.061422,"/restaurants/eldos-cake-house/","$","red","  "
"Elephant & Castle","161 Devonshire St",42.356335,-71.057673,"/restaurants/elephant-castle/","$$$","green","  "
"Elephant Walk","2067 Massachusetts Ave",42.390896,-71.122697,"/restaurants/elephant-walk/","$$$$","yellow","  gluten-free"
"Elephant Walk","900 Beacon St",42.346477,-71.105834,"/restaurants/elephant-walk-2/","$$$$","yellow","  "
"Emack & Bolio's","140 Brookline Ave",42.34498,-71.101017,"/restaurants/emack-bolios/","$","red","  "
"Emack & Bolio's","23 White St",42.388863,-71.118264,"/restaurants/emack-bolios-3/","$","red","  "
"Emack & Bolio's","100 City Sq",42.371278,-71.061875,"/restaurants/emack-bolios-1/","$","red","  "
"Emack & Bolio's","1663 Beacon St",42.338697,-71.137397,"/restaurants/emack-bolios-2/","$","red","  "
"Emack & Bolio's","290 Newbury St",42.34901,-71.084886,"/restaurants/emack-bolios-4/","$","red","  "
"Emack & Bolio's","255 State St",42.359691,-71.051926,"/restaurants/emack-bolios-6/","$","red","  "
"Emerald Lounge","200 Stuart St",42.350634,-71.067948,"/restaurants/emerald-lounge/","$$$","yellow","  "
"Emilios Pizza","536 Tremont St",42.344399,-71.071101,"/restaurants/emilios-pizza/","$$","yellow","  "
"Emma's Pizza","40 Hampshire St",42.366683,-71.092439,"/restaurants/emmas-pizza/","$$","yellow","  "
"Emmet's","6 Beacon St",42.358502,-71.06181,"/restaurants/emmets/","$$","red","  "
"Empire","1 Marina Park Dr",42.353848,-71.044276,"/restaurants/empire/","$$$$$","red","  gluten-free"
"Empire Garden Restaurant","690 Washington St",42.351473,-71.063066,"/restaurants/empire-garden-restaurant/","$$","red","  "
"Equal Exchange","226 Causeway St",42.366644,-71.059486,"/restaurants/equal-exchange/","$","yellow","  "
"Equal Exchange Free Range Cafe","Location Varies",42.351465,-71.060177,"/restaurants/equal-exchange-free-range-cafe/","$","red","  "
"Equator","1721 Washington St",42.33687,-71.076633,"/restaurants/equator/","$$","red","  "
"Erbaluce","69 Church St",42.349981,-71.068842,"/restaurants/erbaluce/","$$$$$","yellow","  "
"Ernesto's","69 Salem St",42.363435,-71.056288,"/restaurants/ernestos/","$","red","  "
"Esperia Grill","344 Washington St",42.349039,-71.153002,"/restaurants/esperia-grill/","$$$","yellow","  "
"Espresso Love","33 Broad St",42.358435,-71.054497,"/restaurants/espresso-love/","$$","green","  "
"Estelle's","782 Tremont St",42.339197,-71.080495,"/restaurants/estelles/","$$$","yellow","  "
"Estragon","700 Harrison Ave",42.338419,-71.070909,"/restaurants/estragon/","$$$","yellow","vegan vegetarian-friendly "
"Evan's NY Style Deli","Location Varies",42.360625,-71.062134,"/restaurants/evans-ny-style-deli/","$$","green","  "
"EVOO","350 3rd St",42.363744,-71.083378,"/restaurants/evoo/","$$$$$","yellow","  "
"Evoo Restaurant","350 3 Street In Kendall,square",42.363662,-71.083291,"/restaurants/evoo-restaurant/","$","red","  "
"Express Pizza","3381 Washington St",42.308744,-71.105285,"/restaurants/express-pizza/","$","yellow","  "
"Fairsted Kitchen","1704 Beacon St",42.338609,-71.138894,"/restaurants/fairsted-kitchen/","$$$$","yellow","  "
"Fajitas & 'Ritas","25 West St",42.354793,-71.062464,"/restaurants/fajitas-ritas/","$","yellow","  "
"Falafel Corner","8 1/2 Eliot St",42.372596,-71.121797,"/restaurants/falafel-corner/","$$","green","  "
"Falafel King","260 Washington St",42.357839,-71.057907,"/restaurants/falafel-king/","$","yellow","  "
"Falafel King","62 Summer St",42.354227,-71.058688,"/restaurants/falafel-king-2/","$","yellow","  "
"Falafel King Restaurant","48 Winter St",42.355859,-71.061898,"/restaurants/falafel-king-restaurant/","$","yellow","  "
"Falafel Palace","25 Central Sq",42.365348,-71.103943,"/restaurants/moodys-falafel-palace/","$","yellow","  "
"Family Kitchen","198 Bunker Hill St",42.378763,-71.062143,"/restaurants/family-kitchen/","$","green","  "
"Farmer Horse Coffee","374 Massachusetts Ave",42.34194,-71.083395,"/restaurants/farmer-horse-coffee/","$","green","  "
"Fast Eddie's Pizza","1696 Commonwealth Ave",42.341311,-71.14657,"/restaurants/fast-eddies-pizza/","$$","yellow","  "
"Felcaro Pizzeria","280 Cambridge St",42.361284,-71.068523,"/restaurants/felcaro-pizzeria/","$","red","  "
"Felipe's Taqueria","21 Brattle St",42.373286,-71.12047,"/restaurants/felipes-taqueria/","$","yellow","  "
"Fenmore American Bistro","645 Beacon St",42.348696,-71.097434,"/restaurants/fenmore-american-bistro/","$$$","yellow","  "
"Ferraras Kitchen & Bar","76 Salem St",42.363616,-71.055898,"/restaurants/ferraras-kitchen-bar/","$$$","red","  "
"Figaro's","105 Beach St",42.350722,-71.058495,"/restaurants/figaros/","$$","green","  "
"Figs","42 Charles St",42.357237,-71.07032,"/restaurants/figs/","$$$","yellow","  "
"Figs","67 Main Street",42.373733,-71.062834,"/restaurants/figs-2/","$$$","yellow","  "
"Filippo Ristorante","283 Causeway St",42.3671,-71.058604,"/restaurants/filippo-ristorante/","$$","yellow","  "
"Fill-A-Buster","142 Bowdoin St",42.358612,-71.062929,"/restaurants/fill-a-buster/","$","green","  "
"Fin's Sushi & Grill","354 Chestnut Hill Ave",42.336873,-71.15151,"/restaurants/fins-sushi-grill/","$$$","red","  "
"Fin's Sushi & Grill","636 Beacon St",42.349416,-71.095166,"/restaurants/fins-sushi-grill-2/","$$$","red","  "
"Fin's Sushi & Grill","62 Boylston St",42.352235,-71.064392,"/restaurants/fins-sushi-grill-4/","$$$","red","  "
"Fin's Sushi & Grill","240 Cambridge St",42.361109,-71.066886,"/restaurants/fins-sushi-grill-3/","$$$","red","  "
"Finagle A Bagel","277 Cambridge St",42.361275,-71.068907,"/restaurants/finagle-a-bagel-5/","$","green","  "
"Finagle A Bagel","11 1st St",42.37026,-71.077034,"/restaurants/finagle-a-bagel-12/","$","green","  "
"Finagle A Bagel","535 Boylston St",42.350668,-71.07548,"/restaurants/finagle-a-bagel-6/","$","green","  "
"Finagle A Bagel","1240 Boylston St",42.345295,-71.095175,"/restaurants/finagle-a-bagel-8/","$","green","  "
"Finagle A Bagel","1 City Hall Plz",42.357829,-71.059716,"/restaurants/finagle-a-bagel-2/","$","green","  "
"Finale","1 Columbus Ave",42.351429,-71.068475,"/restaurants/finale-3/","$$","green","  "
"Finch","107 Merrimac St",42.363863,-71.062572,"/restaurants/finch/","$$","yellow","  "
"Fiore's Italian","55 South St",42.308097,-71.115596,"/restaurants/fiores-italian/","$","green"," vegetarian-friendly gluten-free"
"Fiorellas's Express","2401 Massachusetts Ave",42.397366,-71.12985,"/restaurants/fiorellass-express/","$$$","yellow","  "
"Fiouna's","90 Peterborough St",42.343672,-71.097453,"/restaurants/fiounas/","$$$","green"," vegetarian-friendly "
"Fire and Ice Grill and Bar","50 Church St",42.37426,-71.120824,"/restaurants/fire-ice/","$$","green"," vegetarian-friendly "
"Fire and Ice Grill and Bar","205 Berkeley St",42.350602,-71.073003,"/restaurants/fire-ice-2/","$$","green"," vegetarian-friendly "
"Firebrand Saints","1 Broadway",42.362663,-71.084153,"/restaurants/firebrand-saints/","$$$","yellow","  "
"Firehouse Subs","545 Boylston St",42.350714,-71.075679,"/restaurants/firehouse-subs/","$","green","  "
"First Bite Cafe","76 Brighton Ave",42.352705,-71.129385,"/restaurants/first-bite-cafe/","$","yellow","  "
"Fish Market","170 Brighton Ave",42.353091,-71.133133,"/restaurants/fish-market/","$$$","yellow","  "
"Five Guys","58 Summer St",42.354311,-71.058907,"/restaurants/five-guys/","$","yellow","  "
"Five Guys","263 Huntington Ave",42.342483,-71.085371,"/restaurants/five-guys-2/","$","yellow","  "
"Five Horses Tavern","400 Highland Ave",42.395728,-71.120784,"/restaurants/five-horses-tavern/","$$$","yellow","  gluten-free"
"Five Horses Tavern","535 Columbus Ave",42.343511,-71.078067,"/restaurants/five-horses-tavern-2/","$$$","green"," vegetarian-friendly gluten-free"
"Flame Cafe","2 Oliver St",42.357127,-71.054384,"/restaurants/flame-cafe/","$$","yellow","  "
"Flamers Burgers and Chicken","800 Boylston St (Prudential)",42.348296,-71.083099,"/restaurants/flamers-burgers-and-chicken/","$","green","  "
"Flames Restaurant II","746 Huntington Ave",42.333843,-71.105673,"/restaurants/flames-restaurant-ii/","$$","green","  "
"Flann O'Brien's","1619 Tremont St",42.333791,-71.103355,"/restaurants/flann-obriens/","$$$","yellow","  "
"Flat Iron","107 Merrimac St",42.363706,-71.062225,"/restaurants/flat-iron/","$$$","red","  "
"Flat Patties","33 Brattle St",42.373234,-71.120792,"/restaurants/flat-patties/","$","yellow","  "
"Flat Top Johnny's","1 Kendall Sq",42.366437,-71.090963,"/restaurants/flat-top-johnnys/","$","yellow","  "
"Flatblack Coffee Company","50 Broad St",42.358039,-71.053824,"/restaurants/flatblack-coffee-company/","$$","yellow","  "
"Flatbread Company","45 Day St",42.39564,-71.123497,"/restaurants/flatbread-company/","$$","yellow","  "
"Fleming's Steakhouse","217 Stuart St",42.350662,-71.068145,"/restaurants/flemings-steakhouse/","$$$$$","yellow","  gluten-free"
"Florentine Cafe","333 Hanover St",42.364319,-71.05377,"/restaurants/florentine-cafe/","$$$$","red","  "
"flour bakery + cafe","12 Farnsworth St",42.351109,-71.048963,"/restaurants/flour-bakery-+-cafe/","$$","red","  "
"flour bakery + cafe","190 Massachusetts Ave",42.360948,-71.096238,"/restaurants/flour-bakery-+-cafe-3/","$$","red","  "
"flour bakery + cafe","131 Clarendon St",42.348315,-71.074044,"/restaurants/flour-bakery-+-cafe-4/","$$","red","  "
"flour bakery + cafe","1595 Washington St",42.338279,-71.074527,"/restaurants/flour-bakery-+-cafe-2/","$$","red","  "
"Fogo de Chao","200 Dartmouth St",42.3487,-71.077083,"/restaurants/fogo-de-chao/","$$$$$","yellow","  "
"FoMu","481 Cambridge St",42.353757,-71.137004,"/restaurants/fomu/","$","green","vegan  "
"FoMu","617 Centre St",42.314252,-71.114135,"/restaurants/fomu-2/","$","green","vegan  "
"Food Wall","387 Centre St",42.322055,-71.109786,"/restaurants/food-wall/","$$","red","  "
"Forbes Family Cafe","32 Vassar St",42.361753,-71.091419,"/restaurants/forbes-family-cafe/","$$","yellow","  "
"Fortissimo","365 Somerville Ave",42.381152,-71.099168,"/restaurants/fortissimo/","$","green","  "
"Forty Carrots","225 Boylston St",42.326237,-71.142633,"/restaurants/forty-carrots/","$$$","green","  "
"Forum","755 Boylston St",42.349166,-71.081007,"/restaurants/forum/","$$$$$","yellow","  "
"Foster's Bar & Grill","5 Blossom St",42.361399,-71.067242,"/restaurants/fosters-bar-grill/","$$$","yellow","  "
"Foumami","225 Franklin St",42.356184,-71.054783,"/restaurants/foumami/","$$","green","  "
"Foundry on Elm","255 Elm St",42.395136,-71.121717,"/restaurants/foundry-on-elm/","$$$$","red","  "
"Four Burgers","704 Massachusetts Ave",42.366043,-71.104977,"/restaurants/four-burgers/","$","yellow","  "
"Four Winds Seafood Grille","266 Commercial St",42.364202,-71.051324,"/restaurants/four-winds-seafood-grille/","$$$","red","  "
"Four's Restaurant","166 Canal St",42.365161,-71.061035,"/restaurants/fours-restaurant/","$$$","yellow","  "
"Frank's Steak House","2310 Massachusetts Ave",42.395596,-71.128397,"/restaurants/franks-steak-house/","$$$","red","  "
"Franklin Cafe","278 Shawmut Ave",42.342897,-71.069395,"/restaurants/franklin-cafe/","$$$$","yellow"," vegetarian-friendly "
"Fresh City","201 Brookline Ave",42.34347,-71.1027,"/restaurants/fresh-city-2/","$","green","  "
"Fresh Mango","34 Bromfield St",42.356737,-71.060314,"/restaurants/fresh-mango/","$","red","  "
"Freshii","100 High St",42.354277,-71.055253,"/restaurants/freshii/","$$","green","  "
"Freshii","1 Iron St",42.344885,-71.052207,"/restaurants/freshii-2/","$$","green"," vegetarian-friendly "
"Frio Rico","360 Bennington St",42.379821,-71.026555,"/restaurants/frio-rico/","$","red","  "
"Frog Pond Cafe","84 Beacon St",42.355927,-71.071137,"/restaurants/frog-pond-cafe/","$","green","  "
"FroyoWorld","157 Harvard Ave",42.351581,-71.131822,"/restaurants/froyoworld/","$","yellow","  "
"Frozen Hoagies","Location Varies",42.33777,-71.102751,"/restaurants/frozen-hoagies/","$","red","  "
"FroZenYo","277 Washington St",42.357612,-71.05839,"/restaurants/frozenyo/","$","red","  "
"Fruitata","800 Boylston St",42.348457,-71.082622,"/restaurants/fruitata/","$$","yellow","  "
"Fugakyu","1280 Beacon St",42.342647,-71.119513,"/restaurants/fugakyu/","$$$$","yellow","  "
"Fuji@Kendall","300 3rd St",42.365197,-71.082896,"/restaurants/fuji@kendall/","$$$$","green","  "
"Full Moon","344 Huron Ave",42.381263,-71.13773,"/restaurants/full-moon/","$$$","yellow","  "
"GaGa Seafood","25 Tyler St",42.350713,-71.06088,"/restaurants/gaga-seafood/","$$","red","  "
"Galleria Umberto","289 Hanover St",42.363856,-71.054405,"/restaurants/galleria-umberto/","$","yellow","  "
"Galway House","710 Centre St",42.311343,-71.114527,"/restaurants/galway-house/","$$$","yellow","  "
"Game On!","82 Lansdowne St",42.347097,-71.098196,"/restaurants/game-on!/","$$$","yellow","  "
"Garden at The Cellar","991 Massachusetts Ave",42.368997,-71.110596,"/restaurants/garden-at-the-cellar/","$$$$","yellow","  "
"Gari","187 Harvard St",42.362639,-71.068202,"/restaurants/gari/","$$$","yellow","  "
"Garlic 'N Lemons","133 Harvard Ave",42.352151,-71.132073,"/restaurants/garlic-n-lemons/","$","red","  "
